Conversation,Label
" Your account has been compromised by cybercriminals To prevent further unauthorized access, share your account credentials and OTP",Fraud
" Hello, this is the bank's loan department You're eligible for a special interest rate on a personal loan To proceed, share your financial information",Fraud
" We're calling from the income tax department You've been selected for a tax refund To claim it, provide your PAN card and bank details",Fraud
" Congratulations! You're the winner of an international vacation package To claim it, share your personal details and pay the booking fee",Fraud
" Your account has been selected for a loyalty rewards program To enroll, provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, share your account details and OTP",Fraud
" We're calling from the scholarship board You've been awarded a research grant To receive it, provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, share your credit card details and OTP for verification",Fraud
" Hello, we're calling from the bank's security team Your account has been compromised To secure it, please provide your account number and date of birth",Fraud
" Congratulations! You've been selected for a special investment opportunity To proceed, share your Aadhaar card details and bank account information",Fraud
" We're calling from the government's tax department You're eligible for a tax rebate To claim it, please provide your PAN card number and bank details",Fraud
 Your account is at risk of being deactivated due to incomplete KYC Please share your personal details including Aadhaar card and PAN card,Fraud
" This is an urgent message from your credit card provider Your card has been blocked To unblock it, share your card number and CVV",Fraud
" You've won a luxury cruise vacation! To claim it, please provide your credit card information for verification purposes",Fraud
" We're calling from a charitable organization Your donation is needed urgently To contribute, share your bank account details",Fraud
" Your mobile number has won a cash prize in a lucky draw To claim it, please share your bank account details and OTP",Fraud
 This is a security alert from your bank Your account has been suspended due to suspicious activity Please provide your account details to restore access,Fraud
" We're calling from the insurance company You're eligible for a premium discount To avail of it, share your policy number and personal information",Fraud
" Your PAN card has been flagged for irregularities To rectify the issue, please provide your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan with competitive interest rates To proceed, share your financial information",Fraud
 This is an important message from the government You're entitled to receive a subsidy Kindly provide your Aadhaar card and bank details to claim it,Fraud
 Your mobile number is due for re-verification as per government regulations Please share your personal information to avoid disconnection,Fraud
" Your account has been credited with bonus reward points To redeem them, please provide your credit card details and OTP",Fraud
" Hello, this is your utility provider You're eligible for a discount on your bills To apply, provide your account number and personal information",Fraud
" We're calling from the bank's customer service Your account has been locked To unlock it, please provide your account details for verification",Fraud
" Your email account has been compromised To secure it, please provide your email address and password for verification",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please share your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please share your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, we're calling from the bank's security team Your account has been compromised To secure it, please provide your account number and date of birth",Fraud
" Congratulations! You've been selected for a special investment opportunity To proceed, share your Aadhaar card details and bank account information",Fraud
" We're calling from the government's tax department You're eligible for a tax rebate To claim it, please provide your PAN card number and bank details",Fraud
 Your account is at risk of being deactivated due to incomplete KYC Please share your personal details including Aadhaar card and PAN card,Fraud
" This is an urgent message from your credit card provider Your card has been blocked To unblock it, share your card number and CVV",Fraud
" You've won a luxury cruise vacation! To claim it, please provide your credit card information for verification purposes",Fraud
" We're calling from a charitable organization Your donation is needed urgently To contribute, share your bank account details",Fraud
" Your mobile number has won a cash prize in a lucky draw To claim it, please share your bank account details and OTP",Fraud
 This is a security alert from your bank Your account has been suspended due to suspicious activity Please provide your account details to restore access,Fraud
" We're calling from the insurance company You're eligible for a premium discount To avail of it, share your policy number and personal information",Fraud
" Your PAN card has been flagged for irregularities To rectify the issue, please provide your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan with competitive interest rates To proceed, share your financial information",Fraud
 This is an important message from the government You're entitled to receive a subsidy Kindly provide your Aadhaar card and bank details to claim it,Fraud
 Your mobile number is due for re-verification as per government regulations Please share your personal information to avoid disconnection,Fraud
" Your account has been credited with bonus reward points To redeem them, please provide your credit card details and OTP",Fraud
" Hello, this is your utility provider You're eligible for a discount on your bills To apply, provide your account number and personal information",Fraud
" We're calling from the bank's customer service Your account has been locked To unlock it, please provide your account details for verification",Fraud
" Your email account has been compromised To secure it, please provide your email address and password for verification",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please share your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please share your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please provide your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To secure it, please share your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please share your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please share your credit card details and OTP for verification",Fraud
" Hello, this is the bank's fraud prevention department We've detected unauthorized access to your account To secure it, please confirm your account details",Fraud
" Congratulations! You've been selected for a special investment opportunity To proceed, kindly provide your Aadhaar card details and bank account information",Fraud
" We're calling from the government's tax office You're eligible for a tax refund To process it, please confirm your PAN card number and bank details",Fraud
 Your account is at risk of being suspended due to incomplete KYC verification Please provide your personal details including Aadhaar card and PAN card,Fraud
" This is an urgent message from your credit card provider Your card has been compromised To safeguard your account, please share your card number and CVV",Fraud
" You've won a luxury vacation package! To claim it, kindly provide your credit card information for verification purposes",Fraud
" We're calling on behalf of a charity organization Your contribution is needed urgently To donate, please share your bank account details",Fraud
" Congratulations! Your mobile number has been selected as the winner of a cash prize To claim it, please provide your bank account details and OTP",Fraud
 This is a security alert from your bank Your account has been suspended due to suspicious activity Please verify your account details to restore access,Fraud
" We're calling from the insurance company You qualify for a premium discount To avail of it, please share your policy number and personal information",Fraud
" Your PAN card has been flagged for discrepancies To rectify the issue, please confirm your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan with competitive interest rates To proceed, kindly provide your financial information",Fraud
 This is an important message from the government You're entitled to receive a subsidy Please provide your Aadhaar card and bank details to claim it,Fraud
" Your mobile number is due for re-verification as per government regulations To avoid disconnection, please share your personal information",Fraud
" Your account has been credited with bonus reward points To redeem them, please confirm your credit card details and OTP",Fraud
" Hello, this is your utility provider You're eligible for a discount on your bills To apply, please provide your account number and personal details",Fraud
" We're calling from the bank's customer service Your account has been locked To unlock it, please confirm your account details for verification",Fraud
" Your email account has been compromised To secure it, please confirm your email address and password for verification",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To safeguard your account, please confirm your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please confirm your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To safeguard your account, please confirm your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please confirm your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
" This is a security alert from your bank Your account has been compromised To safeguard your account, please confirm your account details and OTP",Fraud
" We're calling from the scholarship program You've been selected for a merit-based scholarship To accept it, please provide your Aadhaar card and bank details",Fraud
" Your account has been suspended due to suspicious transactions To restore access, please confirm your account details and OTP for verification",Fraud
" Hello, this is your insurance provider You're eligible for a premium refund To process it, please provide your policy number and bank details",Fraud
" We're calling from the government subsidy scheme You qualify for financial assistance To claim it, please provide your Aadhaar card and bank details",Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Good day, this is the bank's security team We've observed unusual transactions on your account To secure it, kindly confirm your account number and PIN",Fraud
" You've been chosen for an exclusive investment opportunity To proceed, kindly provide your Aadhaar card details and bank account information",Fraud
 This is a notification from the government's tax department You're eligible for a tax rebate Please confirm your PAN card number and bank details to claim it,Fraud
" Your account is facing suspension due to incomplete KYC verification To avoid this, please provide your personal details including Aadhaar card and PAN card",Fraud
" Urgent message from your credit card provider Your card has been compromised To prevent misuse, please share your card number and CVV",Fraud
" Congratulations! You've won a deluxe vacation package To claim, kindly share your credit card information for verification purposes",Fraud
" We're reaching out on behalf of a charitable organization Your contribution is crucial To donate, please provide your bank account details",Fraud
" You're the lucky winner of a cash prize for your mobile number To claim, please provide your bank account details and OTP",Fraud
 Security alert from your bank Your account has been suspended due to suspicious activities Kindly verify your account details for reinstatement,Fraud
" You're entitled to a premium discount from the insurance company To avail, please share your policy number and personal information",Fraud
" Your PAN card has flagged discrepancies To rectify, please confirm your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan with attractive interest rates To proceed, kindly provide your financial information",Fraud
 Important message from the government You're eligible for a subsidy Please provide your Aadhaar card and bank details for verification,Fraud
 Your mobile number requires re-verification as per regulations Kindly share your personal information to prevent disconnection,Fraud
" Your account has been credited with bonus points To redeem, please confirm your credit card details and OTP",Fraud
" Hello, your utility provider offers a bill discount To apply, please provide your account number and personal details",Fraud
 We're calling from the bank's customer service Your account has been locked Please verify your account details to unlock,Fraud
" Your email account has been compromised To secure, please confirm your email address and password",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim, please share your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service interruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with cashback To redeem, please confirm your credit card details and OTP",Fraud
" Congratulations! You've won a shopping voucher To claim, please provide your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service disruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with cashback To redeem, please confirm your credit card details and OTP",Fraud
" Congratulations! You've won a shopping voucher To claim, please provide your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service disruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with cashback To redeem, please confirm your credit card details and OTP",Fraud
" Good day, this is the bank's fraud detection unit We've identified suspicious activity on your account To secure it, please confirm your account number and password",Fraud
" You've been exclusively selected for an investment opportunity with guaranteed returns To proceed, please provide your Aadhaar card details and bank account information",Fraud
" This is a notification from the government's tax office You're eligible for a tax refund To initiate the process, kindly confirm your PAN card number and bank details",Fraud
" Your account is facing suspension due to incomplete KYC verification To avoid disruption, please provide your personal details including Aadhaar card and PAN card",Fraud
" Urgent message from your credit card provider Your card has been compromised To prevent fraudulent transactions, please share your card number and CVV",Fraud
" Congratulations! You've won a luxurious holiday package To claim, kindly share your credit card information for verification purposes",Fraud
" We're calling on behalf of a charitable organization Your support is crucial To donate, please provide your bank account details",Fraud
" You're the lucky winner of a cash prize for your mobile number To claim, please provide your bank account details and OTP for verification",Fraud
 Security alert from your bank Your account has been suspended due to suspicious activities Kindly verify your account details for reactivation,Fraud
" You're entitled to a premium discount from the insurance company To avail, please share your policy number and personal information",Fraud
" Your PAN card has flagged discrepancies To rectify, please confirm your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan with attractive interest rates To proceed, kindly provide your financial information",Fraud
 Important message from the government You're eligible for a subsidy Please provide your Aadhaar card and bank details for verification,Fraud
 Your mobile number requires re-verification as per regulations Kindly share your personal information to prevent service interruption,Fraud
" Your account has been credited with bonus points To redeem, please confirm your credit card details and OTP",Fraud
" Hello, your utility provider offers a discount on bills To apply, please provide your account number and personal details",Fraud
 We're calling from the bank's customer service Your account has been locked Please verify your account details to unlock,Fraud
" Your email account has been compromised To secure, please confirm your email address and password",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim, please share your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service disruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with cashback To redeem, please confirm your credit card details and OTP",Fraud
" Congratulations! You've won a shopping voucher To claim, please provide your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service disruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with cashback To redeem, please confirm your credit card details and OTP",Fraud
" Congratulations! You've won a shopping voucher To claim, please provide your personal details and processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid service disruption,Fraud
" Your account has been flagged for suspicious activity To secure, please confirm your account details and OTP",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP,Fraud
" Good morning, this is the bank's security department We've detected suspicious activity on your account Please confirm your account number and ATM PIN to prevent unauthorized access",Fraud
" Congratulations! You've been selected for a special investment opportunity in a high-return scheme To proceed, please share your Aadhaar card details and bank account information",Fraud
" We're calling from the income tax department You're eligible for a tax refund To process it, please provide your PAN card number and bank details for verification",Fraud
" Your account is at risk of being frozen due to incomplete KYC verification To avoid this, please provide your personal details including Aadhaar card and PAN card",Fraud
" Urgent message from your credit card provider Your card has been compromised To secure your account, please share your card number, CVV, and expiry date",Fraud
" You've won a luxurious vacation package! To claim it, kindly provide your credit card information and pay a small processing fee",Fraud
" We're contacting you on behalf of a charity organization Your generous donation is needed urgently To contribute, please provide your bank account details",Fraud
" Congratulations! Your mobile number has been selected as the winner of a cash prize To claim it, please provide your bank account details and OTP",Fraud
 Security alert from your bank Your account has been suspended due to suspicious activity Kindly verify your account details for immediate reinstatement,Fraud
" You're eligible for a premium discount on your insurance policy To avail of this offer, please provide your policy number and personal information",Fraud
" Your PAN card has been flagged for discrepancies To rectify this issue, please confirm your PAN card number and bank account details",Fraud
" Congratulations! You've been pre-approved for a loan at an attractive interest rate To proceed, please share your financial information",Fraud
 Important message from the government You're entitled to a subsidy Please provide your Aadhaar card and bank details for verification,Fraud
 Your mobile number requires re-verification to comply with regulations Kindly share your personal information to avoid service disruption,Fraud
" Your account has been credited with bonus reward points To redeem them, please confirm your credit card details and OTP",Fraud
" Hello, your utility provider offers a discount on your monthly bills To avail, please provide your account number and personal details",Fraud
 We're calling from the bank's customer service Your account has been locked Please verify your account details to unlock it,Fraud
" Your email account has been compromised To secure it, please confirm your email address and password for verification",Fraud
" Congratulations! You've won a cash prize in a lucky draw To claim it, please share your personal details and pay a small processing fee",Fraud
 Your mobile number requires re-verification Kindly provide your personal information to avoid disconnection of services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP for security purposes,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for financial assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP for security purposes,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for financial assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP for security purposes,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
 Your account has been suspended due to suspicious transactions Please confirm your account details and OTP for reactivation,Fraud
" Hello, your insurance provider offers a premium refund Please provide your policy number and bank details for processing",Fraud
 We're calling from the government subsidy scheme You qualify for financial assistance Please provide your Aadhaar card and bank details,Fraud
" Your account has been credited with bonus cashback To redeem it, please confirm your credit card details and OTP for verification",Fraud
" Congratulations! You've won a shopping voucher worth Rs , To claim it, please share your personal details and pay the processing fee",Fraud
 We're calling from the telecom authority Your mobile number is due for re-verification Please provide your personal information to continue services,Fraud
" Your account has been flagged for suspicious activity To secure it, please confirm your account details and OTP for verification",Fraud
 Security alert from your bank Your account has been compromised Please verify your account details and OTP for security purposes,Fraud
 We're calling from the scholarship program You've been selected for a scholarship Please provide your Aadhaar card and bank details to accept,Fraud
